timestamp,source_ip,dest_ip,dest_port,protocol,attack_type,severity,bytes_transferred,session_duration_sec,failed_logins,source_country,is_attack,blocked
2026-01-01 01:05:00,217.118.228.27,10.0.9.39,22,UDP,Normal,Low,1920,1.07,0,USA,0,0
2026-01-01 01:07:00,77.88.204.145,10.0.1.176,20000,TCP,Normal,Low,1454,0.54,0,Germany,0,0
2026-01-01 01:11:00,121.15.226.10,10.0.10.202,21,TCP,Normal,Low,2167,1.22,0,USA,0,0
2026-01-01 01:13:00,117.119.202.136,10.0.1.76,443,HTTP,Brute Force,High,1525,0.22,1,China,1,1
2026-01-01 01:14:00,67.232.108.145,10.0.14.228,8080,ICMP,Malware,Critical,17011,2.54,0,Germany,1,1
2026-01-01 01:14:00,124.108.89.85,10.0.8.234,22,HTTPS,Normal,Low,907,0.04,0,China,0,0
2026-01-01 01:14:00,87.203.218.254,10.0.16.155,80,TCP,Port Scan,Medium,1879,1.9,0,Netherlands,1,1
2026-01-01 01:15:00,145.127.32.175,10.0.11.187,8080,ICMP,Port Scan,Medium,3575,1.39,0,UK,1,0
2026-01-01 01:18:00,180.172.84.92,10.0.19.61,21,ICMP,Normal,Low,1167,6.52,0,USA,0,0
2026-01-01 01:20:00,101.148.89.109,10.0.3.182,3306,HTTPS,Brute Force,High,11422,1.82,0,India,1,1
2026-01-01 01:21:00,134.53.105.3,10.0.17.218,80,HTTP,Normal,Low,30764,2.26,0,USA,0,0
2026-01-01 01:23:00,206.219.68.46,10.0.16.94,21,HTTP,Normal,Low,3859,1.91,0,India,0,0
2026-01-01 01:27:00,140.9.110.36,10.0.16.96,21,HTTP,Normal,Low,914,0.91,0,Netherlands,0,0
2026-01-01 01:29:00,200.8.120.114,10.0.2.101,30356,HTTPS,Port Scan,Medium,554,1.47,0,India,1,1
2026-01-01 01:31:00,198.164.64.178,10.0.0.219,3389,TCP,Port Scan,Medium,788,2.97,0,Netherlands,1,1
2026-01-01 01:36:00,8.206.94.116,10.0.13.20,53,ICMP,Malware,Critical,257,2.57,0,Nigeria,1,1
2026-01-01 01:36:00,163.78.4.59,10.0.13.178,8080,TCP,Normal,Low,95,3.25,0,Netherlands,0,0
2026-01-01 01:37:00,40.210.234.164,10.0.1.234,53,HTTP,Normal,Low,8962,1.18,0,Brazil,0,0
2026-01-01 01:39:00,172.221.254.62,10.0.13.147,443,TCP,DDoS,High,27656,13.02,0,Brazil,1,1
2026-01-01 01:41:00,30.96.27.110,10.0.0.197,443,ICMP,Malware,Critical,15736,0.2,1,Brazil,1,1
2026-01-01 01:42:00,125.156.86.145,10.0.2.77,80,UDP,Port Scan,Medium,144,1.09,0,Russia,1,1
2026-01-01 01:43:00,73.51.198.129,10.0.6.40,53,UDP,Normal,Low,761,2.11,0,USA,0,0
2026-01-01 01:44:00,174.23.113.31,10.0.14.86,80,HTTPS,Normal,Low,235,1.75,0,Vietnam,0,0
2026-01-01 02:01:00,38.23.68.115,10.0.1.198,22,UDP,Normal,Low,1153,5.36,0,USA,0,0
2026-01-01 02:05:00,200.46.75.9,10.0.15.175,25,UDP,Normal,Low,2659,13.09,2,India,0,0
2026-01-01 02:05:00,128.223.208.113,10.0.18.209,3306,UDP,Brute Force,High,53073,1.34,0,Netherlands,1,0
2026-01-01 02:05:00,131.242.30.39,10.0.4.36,8080,TCP,Normal,Low,2213,9.03,0,Netherlands,0,0
2026-01-01 02:06:00,10.190.72.210,10.0.14.243,40289,TCP,Normal,Low,10328,5.04,0,Brazil,0,0
2026-01-01 02:06:00,178.68.175.166,10.0.18.5,53,ICMP,Normal,Low,8054,10.6,0,Germany,0,0
2026-01-01 02:06:00,100.87.91.152,10.0.6.177,21,HTTPS,Normal,Low,8068,11.15,0,India,0,0
2026-01-01 02:09:00,47.29.117.45,10.0.15.70,80,UDP,Normal,Low,59,1.83,0,China,0,0
2026-01-01 02:12:00,32.9.201.210,10.0.13.162,22,HTTPS,Normal,Low,5908,0.12,0,Vietnam,0,0
2026-01-01 02:20:00,52.88.141.202,10.0.2.233,3306,TCP,Normal,Low,2857,0.22,0,Russia,0,0
2026-01-01 02:23:00,43.125.177.12,10.0.13.125,53,TCP,Normal,Low,1772,4.48,0,Germany,0,0
2026-01-01 02:25:00,95.202.117.143,10.0.7.132,21,TCP,Normal,Low,1033,1.91,0,India,0,0
2026-01-01 02:29:00,112.172.61.38,10.0.19.209,3389,UDP,DDoS,High,90,1.05,0,Russia,1,1
2026-01-01 02:31:00,214.85.73.50,10.0.2.253,22,UDP,Brute Force,High,4750,0.6,0,India,1,1
2026-01-01 02:32:00,181.21.228.67,10.0.10.203,443,UDP,DDoS,High,322,1.96,0,China,1,0
2026-01-01 02:35:00,208.39.38.179,10.0.11.201,21,TCP,DDoS,High,215,2.17,0,India,1,1
2026-01-01 02:36:00,195.218.52.162,10.0.3.68,8080,UDP,Normal,Low,112,4.77,0,Germany,0,0
2026-01-01 02:40:00,69.135.161.175,10.0.19.184,8080,TCP,Normal,Low,33007,0.68,0,Germany,0,0
2026-01-01 02:44:00,117.128.15.188,10.0.6.192,3389,TCP,Normal,Low,323,4.26,0,India,0,0
2026-01-01 02:44:00,21.134.6.110,10.0.6.246,25,TCP,Normal,Low,787,0.75,0,China,0,0
2026-01-01 02:47:00,93.145.127.109,10.0.17.194,443,TCP,Normal,Low,128,5.6,0,Germany,0,0
2026-01-01 02:49:00,131.147.151.53,10.0.0.152,22,TCP,Normal,Low,757,0.79,0,Germany,0,0
2026-01-01 02:50:00,58.254.175.53,10.0.17.3,22,HTTP,Normal,Low,3967,1.19,0,India,0,0
2026-01-01 02:52:00,55.74.215.213,10.0.11.45,22,TCP,Phishing,Medium,1088,0.07,0,Brazil,1,0
2026-01-01 02:53:00,147.25.51.92,10.0.7.21,8080,UDP,Malware,Critical,20992,1.22,0,India,1,1
2026-01-01 02:53:00,161.77.151.74,10.0.6.113,48163,HTTPS,Normal,Low,1861,4.65,0,India,0,0
2026-01-01 02:57:00,202.74.46.87,10.0.18.236,53,HTTP,Normal,Low,19038,7.51,0,Germany,0,0
2026-01-01 03:02:00,175.130.128.89,10.0.16.35,443,UDP,Phishing,Medium,670,2.25,0,China,1,1
2026-01-01 03:04:00,79.202.135.25,10.0.18.173,3389,HTTP,Normal,Low,941,0.93,0,Vietnam,0,0
2026-01-01 03:05:00,187.89.143.5,10.0.11.235,26030,ICMP,Normal,Low,48,16.39,0,USA,0,0
2026-01-01 03:10:00,125.203.60.249,10.0.9.13,3389,HTTPS,Port Scan,Medium,3109,4.33,0,Brazil,1,1
2026-01-01 03:11:00,196.5.108.223,10.0.19.94,443,TCP,Port Scan,Medium,1266,4.57,0,Russia,1,0
2026-01-01 03:12:00,104.160.30.122,10.0.11.34,53,UDP,DDoS,High,104641,0.29,0,Nigeria,1,1
2026-01-01 03:16:00,92.57.182.89,10.0.4.218,53,HTTP,Normal,Low,27073,0.27,0,USA,0,0
2026-01-01 03:17:00,168.181.108.171,10.0.9.99,22,UDP,Normal,Low,5172,2.7,0,Netherlands,0,0
2026-01-01 03:21:00,201.160.244.211,10.0.12.220,443,UDP,Normal,Low,4169,2.44,0,India,0,0
2026-01-01 03:23:00,137.154.161.171,10.0.3.100,443,HTTPS,Phishing,Medium,5557,2.56,0,India,1,1
2026-01-01 03:27:00,136.7.246.121,10.0.19.175,443,UDP,Normal,Low,23209,9.47,0,China,0,0
2026-01-01 03:29:00,67.50.96.91,10.0.14.8,25,TCP,Port Scan,Medium,10816,5.76,0,India,1,0
2026-01-01 03:31:00,122.118.189.254,10.0.17.10,21,HTTP,DDoS,High,11615,1.56,1,Russia,1,1
2026-01-01 03:36:00,157.44.173.166,10.0.4.206,21,HTTP,Normal,Low,704,2.61,1,Germany,0,0
2026-01-01 03:36:00,42.117.124.166,10.0.8.241,53,ICMP,Normal,Low,7163,4.16,0,Germany,0,0
2026-01-01 03:38:00,21.147.120.131,10.0.18.29,3389,HTTPS,Port Scan,Medium,3713,1.83,0,USA,1,1
2026-01-01 03:40:00,53.150.143.56,10.0.6.109,25268,TCP,Normal,Low,867,16.47,1,Germany,0,0
2026-01-01 03:40:00,214.238.55.93,10.0.10.63,22,TCP,Normal,Low,79773,1.46,0,China,0,0
2026-01-01 03:41:00,50.11.68.253,10.0.8.44,3306,HTTP,Port Scan,Medium,665,4.62,0,Brazil,1,1
2026-01-01 03:45:00,190.224.128.120,10.0.19.205,443,HTTPS,Normal,Low,8819,0.03,0,Netherlands,0,0
2026-01-01 03:45:00,130.232.68.81,10.0.17.157,7241,HTTPS,Phishing,Medium,1211,3.42,0,India,1,0
2026-01-01 03:47:00,115.164.96.104,10.0.7.35,22,HTTPS,Normal,Low,5,12.89,0,Netherlands,0,0
2026-01-01 03:48:00,174.49.243.198,10.0.2.93,3389,HTTP,Brute Force,High,725,10.93,1,Brazil,1,1
2026-01-01 03:49:00,173.204.3.189,10.0.0.113,80,TCP,Normal,Low,4691,2.0,0,USA,0,0
2026-01-01 03:49:00,192.220.122.233,10.0.2.83,8080,HTTPS,Normal,Low,5962,5.88,0,China,0,0
2026-01-01 03:52:00,216.243.30.147,10.0.9.11,80,TCP,Normal,Low,1558,2.1,0,India,0,0
2026-01-01 03:55:00,209.37.99.192,10.0.17.191,3306,TCP,Malware,Critical,264,0.36,0,Netherlands,1,1
2026-01-01 03:56:00,80.143.251.96,10.0.3.4,25,TCP,Normal,Low,597,7.57,0,India,0,0
2026-01-01 04:00:00,25.78.67.172,10.0.11.32,21,TCP,Normal,Low,2993,2.61,0,India,0,0
2026-01-01 04:02:00,74.250.38.121,10.0.14.199,443,HTTP,DDoS,High,2723,0.92,0,China,1,1
2026-01-01 04:06:00,5.36.165.221,10.0.8.226,443,ICMP,Normal,Low,26276,13.34,0,USA,0,0
2026-01-01 04:07:00,157.238.155.34,10.0.7.144,21,UDP,DDoS,High,17245,5.69,0,Germany,1,0
2026-01-01 04:08:00,120.127.141.56,10.0.4.58,80,UDP,Malware,Critical,715,0.7,0,UK,1,1
2026-01-01 04:09:00,104.110.6.178,10.0.12.95,80,HTTPS,DDoS,High,347,0.79,0,China,1,1
2026-01-01 04:09:00,46.153.90.151,10.0.4.170,42597,HTTP,Normal,Low,11894,17.71,1,Nigeria,0,0
2026-01-01 04:13:00,177.99.139.188,10.0.8.147,3306,TCP,Brute Force,High,1965,13.54,0,Netherlands,1,1
2026-01-01 04:14:00,142.100.97.10,10.0.8.184,3306,UDP,Normal,Low,392,0.2,0,Russia,0,0
2026-01-01 04:14:00,31.118.10.219,10.0.13.96,3389,TCP,SQL Injection,Critical,16674,1.63,0,India,1,1
2026-01-01 04:17:00,128.178.148.135,10.0.0.92,53,TCP,Normal,Low,494,4.55,0,USA,0,0
2026-01-01 04:18:00,195.122.133.8,10.0.5.73,3306,TCP,Normal,Low,161,5.56,0,Russia,0,0
2026-01-01 04:19:00,57.217.168.240,10.0.2.120,3389,TCP,Brute Force,High,14142,5.36,0,India,1,0
2026-01-01 04:21:00,132.137.183.144,10.0.9.17,21,HTTPS,DDoS,High,2189,3.05,0,Vietnam,1,1
2026-01-01 04:22:00,38.36.218.254,10.0.15.206,3389,UDP,Normal,Low,1594,1.92,1,UK,0,0
2026-01-01 04:23:00,98.170.18.191,10.0.5.174,8080,TCP,Normal,Low,2534,4.76,0,Vietnam,0,0
2026-01-01 04:24:00,86.252.166.41,10.0.19.126,30559,UDP,SQL Injection,Critical,273,0.25,0,USA,1,1
2026-01-01 04:26:00,19.38.125.194,10.0.12.141,22257,HTTP,Normal,Low,5082,7.79,0,USA,0,0
2026-01-01 04:27:00,146.148.236.110,10.0.9.129,8080,HTTP,Phishing,Medium,295,3.84,0,Brazil,1,0
2026-01-01 04:28:00,109.197.228.120,10.0.0.181,3389,ICMP,DDoS,High,2892,0.75,0,USA,1,1
2026-01-01 04:29:00,47.62.224.248,10.0.13.69,80,HTTPS,Normal,Low,971,5.94,0,Germany,0,0
2026-01-01 04:31:00,113.24.167.87,10.0.13.154,53,HTTPS,Normal,Low,141,0.61,0,China,0,0
2026-01-01 04:32:00,14.115.138.74,10.0.14.104,8080,UDP,Normal,Low,583,3.3,0,Russia,0,0
2026-01-01 04:32:00,107.241.172.50,10.0.11.81,8080,UDP,Brute Force,High,2616,0.79,1,Germany,1,1
2026-01-01 04:35:00,132.110.124.131,10.0.19.138,8080,HTTPS,Normal,Low,51,2.39,0,Nigeria,0,0
2026-01-01 04:36:00,30.249.9.53,10.0.14.157,61056,HTTPS,Normal,Low,4796,1.08,0,USA,0,0
2026-01-01 04:36:00,47.90.226.135,10.0.11.126,443,HTTPS,Normal,Low,76506,10.95,0,China,0,0
2026-01-01 04:38:00,134.107.216.142,10.0.3.56,21,HTTPS,Normal,Low,75,2.26,0,Germany,0,0
2026-01-01 04:43:00,73.166.169.175,10.0.11.96,53,HTTPS,Normal,Low,4158,6.46,0,USA,0,0
2026-01-01 04:46:00,51.232.197.22,10.0.13.221,52886,HTTP,Port Scan,Medium,2024,0.09,0,Russia,1,0
2026-01-01 04:51:00,176.83.90.133,10.0.8.245,3306,TCP,Brute Force,High,3075,7.16,1,China,1,1
2026-01-01 04:53:00,88.10.61.76,10.0.1.153,21,HTTPS,DDoS,High,223,0.3,0,Netherlands,1,0
2026-01-01 04:55:00,90.109.148.214,10.0.3.52,443,TCP,Normal,Low,88,1.23,0,Netherlands,0,0
2026-01-01 04:56:00,12.69.16.114,10.0.18.154,21,TCP,Brute Force,High,1736,2.12,0,Netherlands,1,1
2026-01-01 04:57:00,203.150.235.38,10.0.8.146,21,HTTPS,Normal,Low,7854,17.21,0,China,0,0
2026-01-01 04:58:00,157.227.49.75,10.0.16.201,443,HTTPS,Port Scan,Medium,413,0.05,0,USA,1,1
2026-01-01 04:59:00,70.84.56.125,10.0.6.216,80,HTTP,Normal,Low,455,0.98,0,USA,0,0
2026-01-01 04:59:00,92.97.65.31,10.0.18.153,8080,HTTPS,Brute Force,High,520,0.17,1,USA,1,1
2026-01-01 04:59:00,156.175.165.158,10.0.13.117,3306,HTTPS,DDoS,High,7866,1.44,0,India,1,1
2026-01-01 05:01:00,160.218.83.151,10.0.11.178,22,HTTPS,Phishing,Medium,50993,12.77,0,Netherlands,1,0
2026-01-01 05:04:00,178.225.13.245,10.0.16.3,25,HTTP,Malware,Critical,155,1.11,0,Nigeria,1,1
2026-01-01 05:04:00,47.94.34.192,10.0.7.76,8080,UDP,Port Scan,Medium,5846,0.61,0,India,1,0
2026-01-01 05:06:00,109.212.96.31,10.0.19.83,3389,ICMP,DDoS,High,617,7.79,0,Netherlands,1,1
2026-01-01 05:06:00,169.102.97.114,10.0.7.235,3306,TCP,DDoS,High,2468,6.83,0,Germany,1,0
2026-01-01 05:08:00,131.117.182.13,10.0.14.2,53,TCP,Normal,Low,3304,4.12,0,China,0,0
2026-01-01 05:09:00,64.137.37.110,10.0.15.220,25,HTTP,Normal,Low,3270,2.17,0,Brazil,0,0
2026-01-01 05:10:00,176.62.144.68,10.0.13.15,10184,HTTP,Normal,Low,3380,6.61,0,USA,0,0
2026-01-01 05:18:00,180.222.137.249,10.0.18.186,22,HTTPS,Normal,Low,3228,3.49,0,Netherlands,0,0
2026-01-01 05:18:00,184.182.111.214,10.0.5.115,22,TCP,Normal,Low,22,10.82,0,Netherlands,0,0
2026-01-01 05:22:00,87.67.83.210,10.0.9.219,80,TCP,DDoS,High,188,26.13,0,Netherlands,1,1
2026-01-01 05:24:00,183.227.187.69,10.0.15.34,80,HTTP,Port Scan,Medium,183,0.95,0,USA,1,1
2026-01-01 05:29:00,122.181.136.169,10.0.4.104,25,HTTP,Brute Force,High,1333,2.44,1,Brazil,1,1
2026-01-01 05:30:00,175.75.100.157,10.0.15.14,53,TCP,Normal,Low,1075,2.63,0,India,0,0
2026-01-01 05:32:00,41.61.245.59,10.0.14.14,53,TCP,SQL Injection,Critical,319,2.0,0,UK,1,1
2026-01-01 05:35:00,55.237.99.172,10.0.7.221,3389,HTTPS,Normal,Low,317,4.84,0,India,0,0
2026-01-01 05:38:00,159.185.86.245,10.0.19.207,3389,UDP,Normal,Low,1699,2.31,0,Netherlands,0,0
2026-01-01 05:45:00,119.217.170.201,10.0.17.210,16528,TCP,Phishing,Medium,508,9.14,0,Germany,1,1
2026-01-01 05:46:00,214.214.203.201,10.0.1.43,8080,HTTPS,Normal,Low,3280,0.99,0,Russia,0,0
2026-01-01 05:46:00,147.20.4.209,10.0.9.61,3389,TCP,DDoS,High,22680,1.98,0,India,1,1
2026-01-01 05:48:00,40.204.67.45,10.0.13.141,8080,TCP,Normal,Low,144,0.28,0,China,0,0
2026-01-01 05:49:00,90.141.63.37,10.0.4.126,21,TCP,Normal,Low,5364,2.07,0,India,0,0
2026-01-01 05:56:00,169.220.72.140,10.0.5.6,21,TCP,Brute Force,High,555,0.77,0,India,1,1
2026-01-01 05:59:00,98.18.70.38,10.0.9.145,13758,TCP,Normal,Low,224,0.15,0,Nigeria,0,0
2026-01-01 06:01:00,17.128.216.60,10.0.10.104,3306,TCP,Port Scan,Medium,1365,1.27,0,India,1,0
2026-01-01 06:04:00,60.210.171.121,10.0.7.224,3389,HTTPS,Normal,Low,205,3.55,0,China,0,0
2026-01-01 06:07:00,123.86.178.130,10.0.9.98,443,UDP,DDoS,High,2455,0.88,0,Brazil,1,1
2026-01-01 06:14:00,24.229.99.213,10.0.12.90,3389,HTTPS,Port Scan,Medium,271,4.09,0,Brazil,1,1
2026-01-01 06:17:00,39.116.35.14,10.0.7.144,3306,TCP,DDoS,High,2658,4.42,0,Nigeria,1,1
2026-01-01 06:17:00,150.175.36.142,10.0.2.220,41414,UDP,Brute Force,High,3736,1.34,0,China,1,1
2026-01-01 06:20:00,102.214.79.215,10.0.13.8,22,HTTPS,Brute Force,High,288,5.9,0,China,1,1
2026-01-01 06:21:00,70.146.234.40,10.0.5.59,3306,UDP,Brute Force,High,437,7.54,0,India,1,1
2026-01-01 06:21:00,194.24.252.53,10.0.0.164,22,ICMP,Phishing,Medium,13391,0.86,0,Vietnam,1,1
2026-01-01 06:22:00,130.95.209.76,10.0.13.69,42041,TCP,Normal,Low,6896,0.86,0,Russia,0,0
2026-01-01 06:22:00,156.160.106.22,10.0.0.235,80,ICMP,DDoS,High,515,0.26,0,Germany,1,1
2026-01-01 06:25:00,176.111.184.149,10.0.3.90,54758,TCP,DDoS,High,4531,6.74,0,Netherlands,1,1
2026-01-01 06:28:00,85.71.54.136,10.0.14.143,25,UDP,Normal,Low,757,3.3,0,Brazil,0,0
2026-01-01 06:35:00,52.188.39.165,10.0.10.63,21,TCP,Normal,Low,191,4.23,0,India,0,0
2026-01-01 06:36:00,104.189.209.216,10.0.0.111,21,ICMP,Normal,Low,370,0.32,0,Netherlands,0,0
2026-01-01 06:44:00,89.233.48.135,10.0.13.149,25,ICMP,Port Scan,Medium,5414,3.2,0,USA,1,0
2026-01-01 06:49:00,176.209.6.73,10.0.6.161,3389,TCP,DDoS,High,54,10.04,0,USA,1,1
2026-01-01 06:59:00,153.144.224.238,10.0.1.206,25,HTTP,Normal,Low,1695,2.54,0,China,0,0
2026-01-01 07:04:00,3.155.174.64,10.0.19.11,21,TCP,Malware,Critical,1404,2.79,0,China,1,1
2026-01-01 07:04:00,51.247.106.142,10.0.7.94,22,HTTP,DDoS,High,365,3.71,0,Brazil,1,1
2026-01-01 07:06:00,89.92.70.240,10.0.2.212,3389,HTTPS,SQL Injection,Critical,79,0.15,0,China,1,1
2026-01-01 07:08:00,32.186.161.254,10.0.8.209,53898,UDP,Normal,Low,475,2.96,0,Brazil,0,0
2026-01-01 07:10:00,81.162.146.147,10.0.3.163,41887,HTTPS,DDoS,High,2451,8.07,0,Germany,1,1
2026-01-01 07:16:00,219.217.100.172,10.0.17.2,21,HTTPS,SQL Injection,Critical,539,10.18,0,USA,1,1
2026-01-01 07:16:00,181.153.3.143,10.0.7.182,53,HTTP,Normal,Low,283,1.14,0,USA,0,0
2026-01-01 07:18:00,14.253.188.34,10.0.15.71,443,ICMP,Normal,Low,263,6.26,0,Netherlands,0,0
2026-01-01 07:21:00,9.107.32.25,10.0.9.202,53,UDP,Normal,Low,614,15.48,0,Netherlands,0,0
2026-01-01 07:21:00,105.3.156.126,10.0.5.129,53,TCP,Phishing,Medium,14048,1.06,1,Germany,1,1
2026-01-01 07:23:00,4.245.243.24,10.0.17.151,80,TCP,DDoS,High,2178,0.32,0,Nigeria,1,1
2026-01-01 07:26:00,200.225.184.195,10.0.5.3,443,HTTP,Normal,Low,239,0.93,0,USA,0,0
2026-01-01 07:26:00,200.249.98.209,10.0.8.144,3389,TCP,Normal,Low,1468,1.39,0,Germany,0,0
2026-01-01 07:29:00,178.76.187.250,10.0.17.15,22,TCP,Normal,Low,168,4.59,0,India,0,0
2026-01-01 07:30:00,1.147.240.185,10.0.0.37,22,UDP,Normal,Low,29216,6.76,0,Vietnam,0,0
2026-01-01 07:33:00,116.63.57.16,10.0.5.79,3306,ICMP,DDoS,High,859,4.89,0,USA,1,1
2026-01-01 07:39:00,46.180.94.98,10.0.0.116,3389,HTTPS,Port Scan,Medium,2239,0.95,0,USA,1,1
2026-01-01 07:40:00,114.50.45.19,10.0.5.189,24935,HTTP,Normal,Low,9041,0.25,0,India,0,0
2026-01-01 07:43:00,103.193.18.67,10.0.5.113,3389,HTTP,Normal,Low,1369,1.85,0,Netherlands,0,0
2026-01-01 07:54:00,181.35.114.25,10.0.10.40,21,HTTPS,Normal,Low,743,5.71,0,India,0,0
2026-01-01 07:55:00,153.55.160.165,10.0.5.58,3389,UDP,Normal,Low,4372,0.2,0,China,0,0
2026-01-01 07:55:00,130.193.102.104,10.0.3.226,23250,UDP,Normal,Low,854,0.11,0,Russia,0,0
2026-01-01 07:56:00,156.137.232.155,10.0.3.139,8080,HTTP,Malware,Critical,2366,5.43,0,India,1,0
2026-01-01 08:00:00,74.116.128.165,10.0.6.241,53,TCP,Normal,Low,2363,2.64,0,USA,0,0
2026-01-01 08:04:00,104.106.49.201,10.0.8.143,21,UDP,Normal,Low,5189,2.31,0,UK,0,0
2026-01-01 08:08:00,82.110.81.65,10.0.9.247,80,TCP,Normal,Low,8166,2.59,0,India,0,0
2026-01-01 08:09:00,17.37.141.214,10.0.14.110,8080,TCP,Phishing,Medium,54,5.7,0,USA,1,1
2026-01-01 08:13:00,125.179.21.56,10.0.10.142,21,TCP,Normal,Low,1500,2.22,0,USA,0,0
2026-01-01 08:14:00,66.231.116.42,10.0.17.151,3306,TCP,DDoS,High,439,2.38,0,Netherlands,1,1
